full_text,sentiment
 ternyata komeng lebih layak ada di dpd daripada sultan b najamudin yg duduk di jajaran pimpinan dpd pernyataan komeng yg menginginkan untuk bekerja sesuai apa yg dia bisa dan sesuai dengan profesinya selama ini dijawab dengan sama sekali tidak cerdas dan tidak serius oleh si,positive
yg salah pemilihnya komeng komeng mana ada seriusnya mau jadi apalah dpr kita milih orang yg nggak ada ilmunya ,negative
 yg salah pemilihnya komeng komeng mana ada seriusnya mau jadi apalah dpr kita milih orang yg nggak ilmunya ,negative
 sepertinya pemerintah sedang menerapkan teori pangkon kepada bang komeng,negative
ternyata kl asli pilihan rakyat ga ada sungkan dan ewuh pakewuh apa yg ada dihati diungkapkan dgn gamblang jgn harap mereka yg pake modal gede utk berani spt komeng baik anggota dpd maupun dpr,negative
 klo ditaruh di budaya bang komeng terlalu memahami dari azbahaya gak bisa diajak kompromian gak siii,neutral
 emang diapain sama dpr komeng,neutral
 setiap ada jokes soal anaknya kak komeng ,neutral
 bujug  nih orang nyadar ga sih di pilih utk wakilin daerah mlh make alasan ga brmutu saat jawab argumen dr komeng emang sgitu pentingnya hiburan utk anggota komite  drpd memaksimalkan kemampuan si komeng yg di pilih konstituen nya krn keahlian bidang budaya ,neutral
 mantap pak komeng,positive
nanti malah di belakang dibilangin sama ketuanya tenang aja pak komeng di luar sana juga banyak yang kerja gak sesuai jurusan kuliahnya ,positive
 jan di adu pak komeng edan emang,neutral
  jerit banget aku komeng part ,negative
 nah komeng ni benar klo ngurus kepentingan rakyat hrus yg ahli dibidangnya biar gk asbun,neutral
lengah dikit collab bareng om komeng ,negative
  tapi bang komeng dari awal udh bilang dia pengen berjuang d bidang seni yg emang keahliannya klo pengen pertanian y cari wakil yg konsen ke situ ini sih sama aja u milih ronaldo yg pencetak gol ahli yg bilang klo dia pengen ditaro d depan pasti nyetak gol tapi u seleksi d pbsi,negative
 oo abg komeng penunggang ni ke kahkahkah,neutral
ready fifa ahmed al kaf babel witan komeng ,negative
komedian komeng protes karena ditugaskan di komite ii yang menurutnya tak sesuai dengan keahilannya yakni bidang pertanian ,negative
momen komeng bingung ditugaskan di komite ii dpd pertanian tapi tak kuasai bidang senator komeng berharap dirinya tetap bisa ditugaskan di komite iii yang lebih sesuai dengan bidang yang dia kuasai yakni seni dan kebudayaan ,positive
sma  sandra dewi witan komeng gaya gue haram bahrain wasit shame arab     channel   ahmed al kaf malik ,negative
anggota dpd ri alfiansyah bustami yang akrab disapa komeng menyampaikan protes terhadap penempatannya di komite ii ,neutral
bang komeng ni kayak saya pelawak tp disuruh ngurus pertanian ,neutral
 tadi cantik anggunly pake gaun skrg balik lagi kesetelan pabrik ye dul tapi aku tetep sayang dan cintah sama kamyu,neutral
 temen nya komeng,neutral
akun ig ketua dpd ri digeruduk warganet usai minta komeng gabung di komite ii karena butuh hiburan ,neutral
 komeng itu pintar hati pak marahnya pelawak,positive
gimana ceritanyee ngasih tugas tapi orang yang di tugas i gak punya pengalaman di bidang yang di tugaskan  lah ini komeng bidangnya di bidang budaya dan seni malah melesat ke bidang pertanian ni gimaneee ,neutral
 padahal bg komeng lg sarkas ke pimpinan malah dikira becanda kali ya emang gedek juga begini,negative
 menyala bang komeng,positive
 ketumm lebih lucuu dari pada komeng nya yang komedian idupp iduppp beginj amatt,positive
kegoblokan tiada tara komeng masuk pemerintahan buat kerja pak bukan mau dijadiin badut di komisi ii ckckckckck ngeles tapi gak berkelas,negative
 bakso mas komeng kalah sm baksoku,neutral
 lah bagus jadi komeng kerja bener klo di bidang pertanian coba klo di bidang seni nnti ngelawak mulu kerja ga seriuss wkwk,negative
 mmg buat bancakan aja nih dpr awas bang komeng jd kambing item apalagi terkena virus didalam sana tolol   ,negative
keren mas pram akan menaikkan gaji guru honorer loh jika terpilih jadi gubernur jakarta ingin mensejahterakan guru honorer setara dengan gaji umr mas prambang doel jakarta menyala witan arab sma  presiden afc komeng wasit bahrain fifa shame arab oman malik botak ,positive
 baru tahu bang komeng anda sekarang dilingkaran jin ifrit sebaik apapun sehebat apapun orang kalau berada di pergaulan jin ifrit bisa jadi tikus berit,positive
 itulah habitat politik kang komeng ,negative
 udah lah gak bisa ngomong ane mau marah juga bakal sia  kasihan bang komeng udah jadi perwakilan di parlemen dgn suara tertinggi dri pada yg lain tetep aja disuruh ngelawak harusnya bang komeng yang jadi ketua dpd ri lebih pantes toh suara dia yg paling banyak,negative
lah kenapa harus komeng dijadiin hiburan panggil biduan aja biasanya juga trus kalau bagus lanjut nyaleg,positive
 lga emgny komeng maju dpd cm buat jd hiburan doank apa gemana alasan mcm apaan itu komeng malah msh lebih masuk akal drpd ketua dpdnya,neutral
 ya bener sih kata si komeng di asalnya dari bidang seni lah ke pertanian ga nyambung dong daripada ntar kyk yg sudah² nyoh si ketua kemkonifo pas kerja ga pas mulu kebobolan lah nge blokir aplikasi punya efek positif tapi justru ngebiarkan judol via sms lol,negative
 kenapa bapak menempatkan bang komeng di pertanian tidak di seni budaya sampai ga bisa lagi komen ,neutral
  lah janji komeng kekonstituennya kan jika terpilih akan bergerak di sektor kesenian dan budaya mungkin itu yang mau beliau pertanggungjawabkan sekarang setelah terpilih,positive
 pak komeng belajar tani sama yang ber nama tania,positive
jasa foto video acara kedukaan pemakaman kremasi jakarta wa       budha   konghucu jabodetabek san diego hills karawang rip sandra dewi sma   ahmed al kaf presiden afc komeng pak jokowi enzo maresca fifa cat  pak muh ,neutral
wkwk lebih lawak dari komeng,positive
alesan kok biar byk hiburantotol dah bener senator komeng minta ditempatkan di keahliannya pantes ngga beres ini negeri  ,negative
wah gila alasan penempatam komeng di pertanian ini jelas landasannya candaan berdasarkan penyataan ketum di video emg boleh pemerintah kita berpikirnya sedangkal itu,negative
aku kok curiga komeng di tempatkan pada posisi yang aneh biar bidang yang dia kuasai tetep ginigini aja re bobrok semacam pebisnis disuruh ngurus pendidikan bankir disuruh ngurus kesehatan ,negative
    kasus yang sama kan bisa diaplikasikan ke selebseleb aleg alhamdulillah kita punya sosok komeng yang kemampuannya di bidang kesenian gabisa disangkal dan cukup vokal dalam mengungkapkan pendapatnya cant say the same for the rest of those celebs,positive
eh ketum lu kira komeng kapasitas nya segitu doang apa cuma buat ngehibur pelaku seni budaya puluhan tahun dilapangan merasakan langsung ada kesempatan dia merubah dari dalam dari atas malah diginiin,neutral
ketua dpd ri sultan bachtiar najamudin angkat suara terkait protes senator alfiansyah alias komeng yang ditempatkan di komite ii dpd ri diketahui tugas dan cakupan dari komite ii adalah pertanian perdagangan esdm dan perhubungan   ,neutral
oh ini video kejailan adul dan komeng ke doyoung versi lengkapnya wkwk ,positive
 komeng harusnya jd ketua nya suara dia paling banyak seindonesia,negative
    in a perfect world semua orang di yang milih sosok komeng karna ia punya bakat di bidang seni dan berpotensi memajukan kesenian jabar tapi di indo w rasa pun alesannya ga selinier itu no offense buat bang komeng dan bakatnya ya tapi pasti banyak yang memilih dia karna tenar,neutral
 kasian bang komeng niat serius malah dibecandain sama ketuanya,negative
 alasannya komite ii butuh hiburan seriously yg pelawak komeng apa pak ketua alasan paling lucu dan gk logis konyol,negative
 mata komeng terbuka negara ini negara dagelan ga butuh kemajuan yg penting rakyat terus dihibur tapi nasi sudah jadi bubur,neutral
 knp gak komeng yg jd ketuanya sih komeng suara terbanyak loh se indonesia komeng di simpen di pertanian ya salah lah doi seniman,negative
penjelasan ketua dpd soal komeng ditugasi urus sektor hutanpertanian ,neutral
dia ngomongnya serius sih yang ngelawak ketumnya malah minta komeng ke komite ii buat dihibur kalau mau cari hiburan di luar banyak,negative
 punten pak kalo bapak mau bang komeng ngelawak beda lagi itu bayaran nya di luar gaji bang komeng digaji di dpd sbg wakil rakyat pak kalo sbg pelawakhiburan beda lagi budget nya pak ,neutral
marah gue dengernya sama aja nyepelein posisi komeng wkwk jobnya cuma ngehibur rekan rekan doang gitu ya pak ketum,negative
 itulah lucunya di dhewan harusnya komeng konsisten saja di dunia artis legislatif bukan dunia dan bukan bidangnya,negative
 komeng yang seorang komedian nampak lebih serius daripada dewan yang malah ngelawak masih inget banget beliau masuk dpd emang bercitacita memajukan seni dan budaya semangat bang mempertahankan janjinya god bless komeng,positive
bang komeng kalau butuh staf ahli atau tim belakang layar gas sinii,neutral
mwoy gimnya suda ak up yh komeng aj,neutral
 popular dan menang vote keterwakilan satu hal ternyata di dalam hrs bertarung lagi dgn para enabler sistem establish misi perbaikan dunia seni yg sudah ada di kepala bang komeng gak otomatis diakomodir,neutral
 marah bang komeng sekalikali bisanya bilang sebagai hiburan buat pak ketua becandanya ga lucu pak,positive
si ollie intern sosmed ferrari divisi komeng ya,positive
    setuju disaat mayoritas udah memilih seseorang yang punya perhatian lebih ke bidang seni berarti emang keresahan dari bang komeng yang jadi urgensi dari pemilih tsb kalau memang ada yg komeng bs bantu pasti akan di support tapi jangan lupa tujuan yg dr awal dia utarakan,positive
populer itu bisa tegak lurus jadi elektabilitas gak populer memang cikal bakal elketabilitas tp bila tdk tegak lurus jd elek ya tetep kalah con komeng populer tegak lurus sm elektabilitas jadi udin populer tp tdk tgk sm elek kalah,neutral
komeng takut tersesat di komite ii panggilan hati untuk seni budaya ,negative
ini kalau yg ngomong bukan komeng reaksinya bukan pada ketawa tp pada ga terima,positive
 please take pak komeng seriously dia kerja beneran itu bukan kerja jadi pelawak ya malah pimpinannya yang jadi pelawak,positive
alesannya jelek banget buat hiburan lu kira komeng kesitu buat jadi badut apa ya kagak lah kalo mau ada hiburan ya cari sendiri sana ketum gajelas di indonesia masih ada ngga sih pemimpin yang waras yang bener mau kerja dan beededikasi buat bangsa,neutral
 di senayan cuma komeng doang yg serius yg lainnya pelawakbadut² monster,neutral
komeng nyatakan keberatannya dari komite ii saya harus belajar ke mana  via ,negative
komeng adalah ak pas ngerjain skripsi pertanian padahal aku tekpang ,negative
jawabannya kok tolol begitu kalo butuh hiburan yaa sana nanggap denny caknan komeng masuk situ kan mau kerja dan berkontribusi,neutral
 pas terakhir komeng ngomong perasaan ga ada lucunya malah miris,negative
 usok dulu garing sekarang komeng uje ,negative
ya kalau gitu ya sering sering ke lapangan lah untung aja masih komeng coba kaya verrell,negative
terus bersuara bang komeng salut ,positive
komeng protes soal tugas di bidang pertanian tidak selaras dengan misi saya harus belajar kemana ,neutral
berawal dari seniman komeng protes ditempatkan di bidang pertanian saya tidak memahami ,neutral
saya poin jawabane jenengan nggih pak   pak komeng ditaruh di komite ii sebagai hiburan  pak komeng tetap di komite ii tapi di media nanti di budaya  bapak hanya menawarkan saja monggo kawan ditingali kanthi teliti sinten ingkang bento teng mriki senggel,neutral
 komeng yg uhuy itu kan,negative
 aneh banget yg lain malah pada ketawa padahal komeng nanya serius dia itu keahliannya di seni malah ditempatin di pertanian kan kurang tepat sebenarnya,negative
 bisa aja dh km kek komeng,neutral
komeng dgn dasar seni dan budaya dipilih oleh  jt lebih pemilih dengan harapan bisa memajukan seni budaya warga jabar malah ditempatkan yg diakuinya bukan bidangnya dan minta pindah ke bidangnya malah disuruh stay dan suruh belajar selama setahun edan,positive
lahh komeng jabat bukan buat hiburan lu pada ya bege malah jadi bahan becandaan,negative
ni yang kepilih dpd tiap komeng ngomong nungguin punchline mulu bukannya didengerin,negative
 itulah hasil kerja dpr menempatkan anggota bukan pd bidangnya agar mudah korupsi krn ketidak pahaman anggota akan memudahkan terjd nya korupsi dgn kasus komeng kita jd th wakil kita tdk bekerja sesuai kemanpuannya jatuhnya makan gaji butacontoh mulan di tempakan di pertanahan,positive
 mirip doang ngga sih abang juga nama nya mirip sama komeng kiming dan komeng ,negative
menteri ppnkepala bappenas  membahas sejumlah hal saat menghadiri rapat pleno bersama komite ekonomi dan keuangan syariah kneks jumat  sumber berita   presiden afc malik komeng murakami fifa ,neutral
komeng pun bersuara nak masuk kementerian seni budaya dia nak jadi wakil rakyat yang tak gila kuasa membabi buta and malaysia,negative
 ora siswanto kancil sisan,negative
so much disrespect bang komeng gamau ngamuk kah,negative
momen komeng interupsi ke pimpinan rapat paripurna dpd ri gegara ditugaskan di komite ii ,neutral
 karena kalau bang komeng ditempatkan di komite seni budaya akan ada mereka yg ngerasa terusik sengaja ditempatkan di pertanian supaya bang komeng ngang ngeng ngong doang ini sma aja sih pembungkaman,positive
 pelaku seni yang menyampaikan keresahannya adalah mewakili kata hati menyampaikan kritik ataopun protes dengan caranya tapi orang sekeliling masih menganggap komedian cuma luculucuan saat serius pun dianggapnya candaan tapi muka komeng emang senyebelin itu sih uhuyyy ,negative
 aneh emg alasan komeng ditempatin di komite ii biar mereka ada hiburan ,negative
 komeng cerdaspimpinan jg asal ngomong ajaditanya komeng hrs blajar kmn dia jg takkan bisa jawab ,positive
 gw juga berpikir sama kalau gw di posisi komeng gw bakal marah di rapat tsb maksud perkataan pimpinan itu udah merendahkan sih menghibur apaan sih emang komeng masuk parlemen mau ngelawak,neutral
 komeng di pertanian mau bikin padi ama palawija stand up comedy kali pikir pimpinannya,neutral
menyala bang komeng ,positive
 kaget gue baca komeng ini,neutral
 masyallah cantik sekalii revaa,positive
pengen banget indonesia jadi negara yang berbudaya plis bang komeng my pick tunjukkan pesonamu,positive
hiburan sebenernya ada kalo sampe kejadian komeng ngacak komite cuma buat supaya dia bisa beneran kerja sesuai workfield dia,neutral
 komeng lg ngomong serius knp diketawain kalian kira lucu,neutral
gw jadi komeng sakit hati gilaaa udh passionate dibidangnya malah ditaro di laen udh gt cm jadi bahan ketawaan doang org kok pada tolol,negative
komeng protes penugasan di komite ii yang tidak sesuai keahlian dengan gaya khasnya ia minta pindah ke komite iii yang lebih cocok via  ,neutral
   bukan buzzer komeng lah kalau buzzer komeng ya mendukung keinginan komeng untuk masuk ke kesenian bukan pertanian,negative
alasan indonesia ga maju krn banyak diluaran sana yg menduduki posisi yang tidak sesuai bidangnya alias ga kompeten d bidangny ini baru komeng blm anggota yg lain ,negative
 ketua dewan itu perlu di demo sama konstituen pak komeng,negative
tolol dah kesannya komeng sbg badut pribadi komite ,positive
 disuruh ngelawak sambil nanem padi mungkin kamu bang komeng,positive
sebentar lagi program dapil komeng tayang hibur masyarakat indonesia ,neutral
kepada yg minta komeng masuk komisi ii biar ada hiburan lo tolol banget anjeng,negative
 mantaaap bang komeng right man in the right place itu emang harus dan perlubiar maksimal kinerja dan kerjanya,positive
ketua nye ganti komeng aje gimane ,negative
jadi tau kan skrg alasannya knp pertanian ga maju pemerintah aja sebercanda itu milih orang buat ngurus pertanian bang komeng kalo mau marah marah aja bang harga diri u cuma sebatas hiburan buat pimpinan u,neutral
 wkwkwk komeng uhuyy,positive
menteri ppnkepala bappenas  membahas sejumlah hal saat menghadiri rapat pleno bersama komite ekonomi dan keuangan syariah kneks jumat   __  wasit ikn nusantara bahrain komeng,neutral
komeng ungkap jujur kesulitan di komite pertanian siap belajar cepat ,positive
 lah komeng di dpr bukan buat ngelawak lu malah lebih lucu,positive
     keknya komeng emang di plastikin  secara kan komeng waktu pemilihan ketua ada di kubu la nyala,negative
 karna bang komeng udah ada misinya mau ini itu di bidang budaya yang mana bakal nambah anggaran yg tidak bisa dikor,neutral
ga ada yg lucu dari perkataannya komeng deh kenapa disitu pada ketawa ga nangkep maksudnya kah,positive
 masukin bapak ke komite yang bukan ranah bapak karena komite tersebut butuh hiburan pak komeng anda kalau mau gebuk pakai mic sampai tu orang jadi ketumbar gapapa pak kami dukung,negative
 dari komeng kita tau bahwa yang ngasih penempatan jabatannya tolol kebangetan,positive
  kan maksut ketua buat ngelawak di komisi gmn cobapadahal pak komeng udh tau tempatnyamalah ketuanya yg tolol,negative
 ko bisa jd ketua y bego gitu kerren bang komeng,negative
dalam menghadapi tantangan perubahan iklim dan kebutuhan pasar yang terus berkembang sektor pertanian termasuk budidaya kelapa perlu beradaptasi dengan cepat sumber berita    el klemer king indo komeng presiden afc ,positive
 lebih baik dipanggil komeng,positive
gw dukung bang komeng kalo ini si,positive
 dpr komeng,positive
  gilabang komeng disitu serius mau merjuangin seni budaya malah disuruh jadi penghibur doanklu kata dia jester pelawak kerajaan kek di abad pertengahan,neutral
 yg menempatkan komeng di pertanian dialah perusak negara wajib dihukum dia sengaja membuat negara ini rusak dengan cara menempatkan seseorang tidak pada bidang nya jahat nya ini tolong publikasikan siapa org yg menempatkan seniman ke pertanian tolong media publikasikan,negative
makanya saya tuh paling setuju kayak bang komeng gini bikin dulu reputasi supaya masyarakat tau siapa kita kredibilitas kita character dan personality baru mencalonkan diri tanpa bekingan siapapun tapi memang untuk sekarang kakistokrasi sudah ada sistem yg berjalan,negative
 𐔌terima kasih komeng,positive
full celetukan komeng saat jadi rebutan komisi ii dan iii antara seni budaya atau pertanian ,neutral
alfiansyah bustami komeng anggota dpd ri tidak setuju terhadap penempatannya di komite ii yang menangani masalah pengelolaan sumber daya alam dan ekonomi baca selengkapnya hanya di  sumber gambar   fikhasari   ,positive
celetukan komeng usai ditugaskan di komite ii saya gak ngerti viral di media sosial komedian alfiansyah alias komeng yang kini menjadi anggota dewan protes ditugasi di komite ii pertanian dpd ri ,neutral
  ndak sih emang dpr nya lucu sungguh menunjukan the quality level yg berada jd wakil rakyat indonesia ini bayangin itunganya komeng ini org baru nyemplung tp bisa jadi a voice of reason di dlm ggwp dpr ku,positive
 calafiori miripnya ama komeng kocak look closely,positive
kemarin w gapilih dia karna ngga yakin komedian kok masuk pemerintahan tapi pas liat ini dia berani speak up ttg putusan absurd pemerintah yg malah menepatkan dia pertanian w salut sih semoga bisa amanah ya bang komeng,negative
eh kocak kalo mau nyari hiburan ya kau jalanjalan lah ngapain minta pak komeng dikira dia kerja buat jadi badut,neutral
  goblokkomeng berpendidikan woidia saing nu milih dapil jabar,neutral
jumat siang sandra dewi cat  sma  botol jepang ready vcs nya haram komeng  ketemu wasit  ,neutral
 bagus komeng berani protes krn bukan bidangnya ada harapan besar pada komeng,positive
 siapa yg milih org ini  ga malu pada pilihan saudara saudariudah jelas komeng dari awal konsen ke seni budayadi kasih pulak ke pertanianalasan nya karna komisi pertanian pengin dia supaya disanakan ga cerdas kali org ini,negative
  komeng ngejabat dpd serius kocak malah dipindah biar jadi penghibur,neutral
 apa itu pesanan yakalo komeng ngotot minta dikebudayaan dan itu tdk terealisasi dan komeng mundur dari keanggotaan bisa digeser diganti yg lain,negative
 hahahahahahaha terus kamu komeng mau ngapain disana,neutral
itu siapa yg jaeab goboi sekali hebat bro komeng,positive
 tuh kena ddos cenah ,negative
 inilah hebatnya komedian ngasih kritikan menohok tanpa membuat org tersinggung acak terus bang komeng kelakuan ajaib dewan bs diruntuhin dgn diketawain,neutral
 please bgt bang komeng sehat terus bersuara terus bang kita dukung abang jangan takut banyak yg lindungi abang,positive
ini kurang ajar sih alasannya kalo dia butuh hiburan nonton salma aja lah siapa yang suruh nyari hiburan malah masuk dprd astaga ngeliat mereka memperlakukan komeng aku ngerti kenapa kita ga maju maju,neutral
itu yg ada disana kenapa pada hahahihi kocak padahal si komeng bener itu,negative
knp ketawaaaaa aku jd komeng pasti kesel klo digituin,negative
ini ketua dewan dpd bego  si komeng mau memperjuangkan bukan untuk melawak ,negative
 dikira cuman komeng aja itu bahlil yg jago ngelawak jg ditempatkan di esdm,negative
 itu namanya siapa yg bilng biar dikomisi ii biar bs menghibur bisakah kita serang akunnya kyk wasit oman yg ngerugiin timnas smlm catet namanya kyk wkt pemilihan pileg dpd  dia dpt suara terbanyak aja shrusnya komeng yg jdi ketua dpd ri bego tuh orang tolol,positive
 dari info yg saya dengar saat memutuskan penempatan anggota dpd di komisi berapa hanya  cewek yg jadi anggota dpd jabar yang rapat internal bagibagi alat kelengkapan dewan sesuai maunya mereka tanpa ngelibatin komeng kasian banget dikadalin temen se provi sinya ,neutral
anggota dpd ri komite ii afriansyah atau akrab disapa komeng mempertanyakan penempatannya di komite ii yang membidangi pengelolaan sumber daya alam dan ekonomi kamis  dalam rapat paripurna dpd ri ia kebingungan lantaran tidak memiliki latar belakang di bidang ,neutral
 welcome bang komengwelcome to the jungle wkwkkw,positive
hadeh orang mau kerja disuruh menghibur komeng diminta tetap di komite ii dpd ri biar ada hiburan ,neutral
padahal komeng dari awal udah bilang masuk dpd supaya bisa memajukan seni dan budaya,neutral
komeng protes bingung dapat tugas di komite ii dpd ri    ,neutral
 wkwkwk lawan komeng lebih pas,positive
 komeng ini senator dengan jumlah vote terbanyak kalo ditempatkan dtempat sebenrnya tambak populer belum lagi kalo bener kerja takutny kalo dah kerja ada pundi seseorang terganggu ,neutral
 anehnya yg ngomong ditempatkan di komisi  spy byk hiburan moral of the story urusan negara penempatannya utk hiburan bang komeng salut krn ingin ada di komite yg sesuai dg keahliannya penonton oh gini penempatannya pantesan suka nggak gercep paham yak ,positive
 kalo bukan bidangnya napa juga maksainapa gunanya duduk disitugak malu makan gaji butakalo punya malu om komeng angkat kaki sajaini namanya berjiwa besarkereeen lo om,negative
 respect baru liat komeng mode serius,negative
 bng komeng masuk kekandang para pelawak yang sebenarnya,neutral
calon gubernur pramono anung menghadiri pertemuan dengan komunitas gerakan mahasiswa kristen indonesia gmki medan di yayasan komunikasi indonesia matraman kota jakarta timur jumat   el klemer fifa rcti shayne nathan arab ahmed al kaf komeng ,neutral
 dr sini sdh paham indonesia lambat krn diurus bukan yg ahlinya bang komeng posisi sdh benar dan sadar diri cuma pimpinan arogan dan seperti memaksakan kehendak terhadap anggota dewan padahal indonesia butuh percepatan amp akselerasi yg baik u mengejar ketertinggalan di asia,negative
 ya bener itu yg rekam minta poto bang komeng jawab ga bawa poto ,positive
 emang kerja dpd cuma ngurusin seniman aza emang komeng jadi anggota dpd buat ngelawak aza jangan cuma mau duit dan fasilitas aza harus mau memperjuangkan seluruh hak rakyat khusus dari dapil jawa barat belajar lagi yach tentang ilmu berbangsa dan bernegara,neutral
 liat biasa bang komeng betul pak jgn mau ditempatkan ngasal tugas dewan wakil rakyat itu kan harus jelas profesional nya,neutral
dari bang komeng ini kita jadi paham bahwa ,neutral
 tolong lah jangan vokus ke komeng liat ketua tolol yang dengan lantang bilang komite  butuh hiburan,negative
protes ditugasi urus pertanian takut disemprot emakemak di dapilnya komeng mulutnya paling sakti di dunia ,negative
  bego aja yg milih ngapain pilih komeng yg gak mampu ditugaskan dimana saja bidang nya tugas yg plng uhuyyy di kehewanan monyet biar ber uhuy uhuy komeng,negative
 kita perlu komeng komeng lain di dpr sana agar semua sadar,positive
 bang komeng diajak cuma buat jd badut disitu pdhl bukan keahliannya kocak bet,neutral
 jangan fokus ke komeng fokus ke kata kata yang di keluarkan ketua tolol,negative
 makasih bang komeng jujur dan merakyat ketahuan selama ini cuma bagibagi kursi orang bego aja duduk tapi enggak ngerti apaapa cuma yes sama eksekutif orang bego aja duduk cuma jadi hiburan karena artis hadee bego semua,positive
 terus kenapa komeng dari  itu,neutral
moodnya lagi komeng banget sekarang ini kamu ya sumpah gemesnya oyy ,positive
 kerja cuy bukan sebagai hiburan lagian kenapa nyasar kepertanian bidangnya bg komeng makin ga jelas nih,negative
 emang  anggota dpd dari jawa barat ahli di bidang pertanian ga ada kenapa juga komeng mau jadi wakil rakyat kalo ga mau membela petani jawa barat contoh senatordpd dari dk jakarta mereka siap ditempatkan di semua bidang mereka akan rollingbergantian setiap tahun,neutral
kala komeng protes ditugaskan dpd di bidang pertanian ,neutral
kuasai bidang seni kini malah ditempatkan di bidang pertanian komedian komeng protes saat rapat di senayan ,neutral
protes kocak komeng ditempatkan pada komite pertanian dpd ri yang bukan sesuai bidangnya ,positive
  dih dih dipikir wakil jabar di dpr cuma komeng doang mikir tuh pake otak jgn cuma nafsu klo mau cepet terurus pertanian ya ama org pertanian lah bukan org seni budaya dah tau klo diurus bukan ama org yg ahlinya bisa berabe kamu buzzer ya sukanya melencengkan fokus,neutral
komeng ditempatkan di komite ii dan merasa dirinya tidak menguasai bidang pengelolaan sumber daya alam dan ekonomi komeng bertanya kepada ketua dpd kepada siapa dia harus belajar       ,negative
 pak komeng mau d suruh kerja atau d suruh menghibur sih aneh memang,negative
dapat tugas di komite pertanian padahal minat di komite iii seni budaya komeng saya harus belajar kemana anggota dewan perwalian daerah dpd dari jawa barat alfiansyah komeng mengungkapkan kebingungannya usai diberi tugas di komite ii dpd komite tersebut salah satunya ,neutral
kemenangan timnas indonesia atas bahrain kandas ditangan wasit ahmed al kaf tag australia el klemer sandra dewi haram king indo sma  komeng jorok ,negative
supaya banyak hiburan katanya komeng di sana bukan untuk ngelawak ya,neutral
prakiraan cuaca hari ini potensi hujan lebat di  wilayah indonesia banjir dan longsor mengancam tag australia el klemer sandra dewi haram king indo sma  komeng ,neutral
  resiko diambil komeng apa negara ini resikonya di negara ngatur posisi orang tidak sesuai kompetensinya,negative
 ada komite nya masing masing gak harus komeng kalo akan dibantu staf mah mending staf nya aja yang jadi dpd ngapain komeng,neutral
 kalo bang komeng ditempatkan di bidang yang bang komeng inginkan nanti negara ini jadi gacor para pejabat gak suka itu terjadi jadi bang komeng di tempatkan di bidang yang berbeda biar mumet,neutral
ayo amalkan doa orang terzalimi senjata mujarab bagi indonesia usai dizalimi wasit ahmed al kaf tag australia el klemer sandra dewi haram king indo sma  komeng ,neutral
hahaha enek bener komeng suru menghibur gratis dia jadi dewan bukan buat ngelawak dan ngehibur dewan pea ,neutral
pilkada solo  buntut dilaporkan kader pdip ke polresta surakarta ketua kpu solo mundur tag australia el klemer sandra dewi haram king indo sma  komeng ,negative
wts wtb mau need jual beli akun aplikasi prëmium netflix viu disney spotify youtube cànvā pro wetv iqiyi prime video vîdīo hbo go bstation wa   for order     jorok puskas komeng   ,neutral
 bagaimana pak komeng ini anda baru melawan sesama anggota dpdlanjut melawan ketua dpd klo sudah resmianda akan melawan lebih banyak lagiini masih didalam ruangan loh pakterus kapan memperjuangakan kepentingan konstituenya,positive
deril komeng adul di dunia kpop ,neutral
 pemimpin yg jujur pasti gitu jgn pura sok pinter tpi bodoh  mantapp komeng,negative
 komeng uhuy kali ah abang,negative
semoga dengan hadirnya komeng di komite ll dpd bidang pertanian sukses ,positive
 salut sama bang komeng yang berani jujur dan melakukan protes pada pimpinan dpd dari ratusan anggota dpd baru bang komeng yang berani dengan lantang protes soal kemampuannya di bidang seni dan budaya dan di letakkannya pada bidang pertanian yg sama sekali gak punya pengalaman,neutral
sampe  indonesia juga gak bakalan jadi emas kalo plotnya begini komeng maju krn ingin memperjuangkan hak pelaku seni budaya sesuai latbel amp kapasitasnya dia pun ngaku gak paham bidang pertanian gak sokan malah dijawab butuh hiburan dikira komeng nyaleg buat nglawak,neutral
 pantes aja dpr kerja ny gk benermumpung ad pelawak dianggap nya utk jadi hiburanpadahal komeng pengen kerja benermalah dijadiin hiburan doang,negative
 komeng keren berani aspirasi pribadinya dulu agar tidak salah tempat berjuang untuk kemudian membawa aspirasi pemilihnya,positive
 yang bikin heran lagi itu alasannya karena biar komite ii ada hiburannya berarti komeng dengan sengaja dimasukin kesana buat jadi pelengkap doang dong alihalih ditempatin di bidang yang seharusnya ini gimana sih sistem pembagiannya kok ngasal banget gitu loh kapan majunya,negative
 lu mah lucunya kaya komeng,negative
 nah tapi kan sudah telanjur masuk ke pimpinan dan kita ketok atau belajar dulu pak komeng setahun ikuti saja keputusan ini tahun depan berubah sudah belajar saja belajar katanya imbuh sultan,neutral
menjawab pertanyaan itu ketua dpd ri sultan b najamudin menyarankan agar komeng mencoba menjalankan tugas di komite ii selama satu tahun dan baru bisa diubah jika tidak cocok,positive
anggota dpd ri alfiansyah bustami alias komeng protes setelah ditugaskan di komite ii dpd ri yang membidangi pertanian komeng berharap ditempatkan di komite iii yang berkaitan dengan seni dan budaya sesuai dengan bidang yang lebih dipahaminya,neutral
komeng bingung ditugaskan di komite pertanian padahal ingin di seni budaya sesuai bidangnya sandra dewi kasus timah wasit haram ,neutral
